time,timestamp,predicted_load,actual_load,forecast_error,pods_before,pods_after,scaling_action,reason,cpu_utilization,sla_breached_before,scenario,strategy
898,898,704.8028373278065,653.0,-51.80283732780652,20,20,0,utilization=35.24%,0.35240141866390323,False,PREDICTED_15M,REACTIVE
899,899,626.2583645266681,587.0,-39.25836452666806,20,20,0,utilization=31.31%,0.313129182263334,False,PREDICTED_15M,REACTIVE
900,900,653.1461234135386,513.0,-140.1461234135386,20,20,0,utilization=32.66%,0.3265730617067693,False,PREDICTED_15M,REACTIVE
901,901,580.4889100513105,782.0,201.51108994868943,20,19,-1,utilization=29.02%,0.30552047897437395,False,PREDICTED_15M,REACTIVE
902,902,705.6122534886503,857.0,151.38774651134975,19,19,0,utilization=37.14%,0.37137487025718435,False,PREDICTED_15M,REACTIVE
903,903,739.6883472618201,735.0,-4.688347261820127,19,19,0,utilization=38.93%,0.38930965645358956,False,PREDICTED_15M,REACTIVE
904,904,692.9731170634002,662.0,-30.9731170634002,19,19,0,utilization=36.47%,0.36472269319126327,False,PREDICTED_15M,REACTIVE
905,905,647.8217033716243,687.0,39.17829662837573,19,19,0,utilization=34.10%,0.3409587912482233,False,PREDICTED_15M,REACTIVE
906,906,677.3880664428194,666.0,-11.388066442819422,19,19,0,utilization=35.65%,0.356520034969905,False,PREDICTED_15M,REACTIVE
907,907,621.8625957711337,442.0,-179.86259577113367,19,19,0,utilization=32.73%,0.3272961030374388,False,PREDICTED_15M,REACTIVE
0,0,841.4038001260583,1135.0,293.5961998739417,5,11,1,predictive on predicted data,0.7649125455691439,True,PREDICTED_15M,PREDICTIVE
1,1,1143.821981626969,1209.0,65.17801837303091,11,11,0,predictive on predicted data,1.0398381651154265,True,PREDICTED_15M,PREDICTIVE
2,2,1193.2300546054696,1116.0,-77.2300546054696,11,11,0,predictive on predicted data,1.0847545950958815,True,PREDICTED_15M,PREDICTIVE
3,3,1069.8842159389003,970.0,-99.8842159389003,11,11,0,predictive on predicted data,0.9726220144899094,False,PREDICTED_15M,PREDICTIVE
4,4,1022.0035516959932,1025.0,2.996448304006776,11,11,0,predictive on predicted data,0.9290941379054484,False,PREDICTED_15M,PREDICTIVE
5,5,1001.6638895081712,914.0,-87.66388950817111,11,11,0,predictive on predicted data,0.9106035359165193,False,PREDICTED_15M,PREDICTIVE
6,6,934.4046145168306,851.0,-83.40461451683063,11,11,0,predictive on predicted data,0.849458740469846,False,PREDICTED_15M,PREDICTIVE
7,7,902.6438810593726,1085.0,182.35611894062745,11,11,0,predictive on predicted data,0.8205853464176114,False,PREDICTED_15M,PREDICTIVE
8,8,1047.564500990863,1004.0,-43.56450099086305,11,14,1,predictive on predicted data,0.7482603578506165,False,PREDICTED_15M,PREDICTIVE
9,9,993.4876530782018,1226.0,232.5123469217982,14,14,0,predictive on predicted data,0.7096340379130013,False,PREDICTED_15M,PREDICTIVE
10,10,1104.1839311297229,1064.0,-40.18393112972285,14,14,0,predictive on predicted data,0.7887028079498021,False,PREDICTED_15M,PREDICTIVE
11,11,1050.343599187933,953.0,-97.34359918793302,14,14,0,predictive on predicted data,0.7502454279913807,False,PREDICTED_15M,PREDICTIVE
12,12,918.1845978083574,1229.0,310.81540219164265,14,14,0,predictive on predicted data,0.6558461412916838,False,PREDICTED_15M,PREDICTIVE
13,13,1071.2201117560194,1317.0,245.77988824398065,14,14,0,predictive on predicted data,0.765157222682871,False,PREDICTED_15M,PREDICTIVE
14,14,1036.4877251758862,786.0,-250.48772517588625,14,14,0,predictive on predicted data,0.740348375125633,False,PREDICTED_15M,PREDICTIVE
15,15,928.3200582650578,1032.0,103.6799417349422,14,12,-1,predictive on predicted data,0.7736000485542148,False,PREDICTED_15M,PREDICTIVE
16,16,909.1834209812564,925.0,15.816579018743596,12,12,0,predictive on predicted data,0.7576528508177137,False,PREDICTED_15M,PREDICTIVE
17,17,829.2531602785808,645.0,-184.2531602785808,12,12,0,predictive on predicted data,0.6910443002321507,False,PREDICTED_15M,PREDICTIVE
18,18,727.0124873501603,729.0,1.987512649839687,12,12,0,predictive on predicted data,0.6058437394584669,False,PREDICTED_15M,PREDICTIVE
19,19,806.1781694771872,776.0,-30.178169477187225,12,12,0,predictive on predicted data,0.6718151412309894,False,PREDICTED_15M,PREDICTIVE
20,20,743.9749998925793,622.0,-121.97499989257926,12,10,-1,predictive on predicted data,0.7439749998925793,False,PREDICTED_15M,PREDICTIVE
21,21,687.856481295413,615.0,-72.856481295413,10,10,0,predictive on predicted data,0.687856481295413,False,PREDICTED_15M,PREDICTIVE
22,22,682.493768699312,579.0,-103.493768699312,10,10,0,predictive on predicted data,0.682493768699312,False,PREDICTED_15M,PREDICTIVE
23,23,597.1849361462998,703.0,105.81506385370017,10,10,0,predictive on predicted data,0.5971849361462999,False,PREDICTED_15M,PREDICTIVE
24,24,644.1295710420892,679.0,34.8704289579108,10,10,0,predictive on predicted data,0.6441295710420892,False,PREDICTED_15M,PREDICTIVE
25,25,653.2234544425771,404.0,-249.22345444257712,10,10,0,predictive on predicted data,0.6532234544425771,False,PREDICTED_15M,PREDICTIVE
26,26,527.7442244043763,418.0,-109.74422440437628,10,7,-1,predictive on predicted data,0.7539203205776804,False,PREDICTED_15M,PREDICTIVE
27,27,526.4356108355745,559.0,32.564389164425506,7,7,0,predictive on predicted data,0.7520508726222492,False,PREDICTED_15M,PREDICTIVE
28,28,570.0945792385432,685.0,114.90542076145675,7,7,0,predictive on predicted data,0.8144208274836332,False,PREDICTED_15M,PREDICTIVE
29,29,622.5871687933885,444.0,-178.5871687933885,7,7,0,predictive on predicted data,0.8894102411334122,False,PREDICTED_15M,PREDICTIVE
30,30,529.8254625974399,581.0,51.17453740256008,7,7,0,predictive on predicted data,0.7568935179963427,False,PREDICTED_15M,PREDICTIVE
31,31,637.1532399349093,300.0,-337.15323993490927,7,7,0,predictive on predicted data,0.9102189141927275,False,PREDICTED_15M,PREDICTIVE
32,32,462.17913678608943,549.0,86.82086321391057,7,7,0,predictive on predicted data,0.6602559096944135,False,PREDICTED_15M,PREDICTIVE
33,33,558.1900258998697,439.0,-119.19002589986974,7,7,0,predictive on predicted data,0.7974143227140996,False,PREDICTED_15M,PREDICTIVE
34,34,485.7771134083418,534.0,48.22288659165821,7,7,0,predictive on predicted data,0.6939673048690597,False,PREDICTED_15M,PREDICTIVE
35,35,530.5190644425367,567.0,36.48093555746334,7,7,0,predictive on predicted data,0.7578843777750524,False,PREDICTED_15M,PREDICTIVE
36,36,545.2370215406431,516.0,-29.237021540643127,7,7,0,predictive on predicted data,0.7789100307723473,False,PREDICTED_15M,PREDICTIVE
37,37,513.1473892627774,487.0,-26.14738926277744,7,7,0,predictive on predicted data,0.7330676989468249,False,PREDICTED_15M,PREDICTIVE
38,38,508.7471599503552,398.0,-110.74715995035524,7,7,0,predictive on predicted data,0.726781657071936,False,PREDICTED_15M,PREDICTIVE
39,39,491.8195738058634,435.0,-56.8195738058634,7,7,0,predictive on predicted data,0.7025993911512334,False,PREDICTED_15M,PREDICTIVE
40,40,459.2443490547769,510.0,50.75565094522307,7,7,0,predictive on predicted data,0.6560633557925384,False,PREDICTED_15M,PREDICTIVE
41,41,479.220454044139,393.0,-86.22045404413899,7,7,0,predictive on predicted data,0.6846006486344842,False,PREDICTED_15M,PREDICTIVE
42,42,422.2176522615696,336.0,-86.21765226156958,7,7,0,predictive on predicted data,0.6031680746593852,False,PREDICTED_15M,PREDICTIVE
43,43,411.88384238000174,403.0,-8.883842380001738,7,7,0,predictive on predicted data,0.5884054891142882,False,PREDICTED_15M,PREDICTIVE
44,44,382.6519486293752,443.0,60.34805137062477,7,5,-1,predictive on predicted data,0.7653038972587505,False,PREDICTED_15M,PREDICTIVE
45,45,410.52514071498814,412.0,1.4748592850118598,5,5,0,predictive on predicted data,0.8210502814299763,False,PREDICTED_15M,PREDICTIVE
46,46,380.3695669063591,307.0,-73.36956690635913,5,5,0,predictive on predicted data,0.7607391338127183,False,PREDICTED_15M,PREDICTIVE
47,47,396.9246906513768,334.0,-62.92469065137681,5,5,0,predictive on predicted data,0.7938493813027536,False,PREDICTED_15M,PREDICTIVE
48,48,347.755413864827,190.0,-157.755413864827,5,5,0,predictive on predicted data,0.695510827729654,False,PREDICTED_15M,PREDICTIVE
49,49,300.88897237351205,321.0,20.111027626487957,5,5,0,predictive on predicted data,0.6017779447470241,False,PREDICTED_15M,PREDICTIVE
50,50,342.26153798653576,286.0,-56.26153798653576,5,5,0,predictive on predicted data,0.6845230759730715,False,PREDICTED_15M,PREDICTIVE
51,51,318.3007343617628,289.0,-29.300734361762807,5,5,0,predictive on predicted data,0.6366014687235256,False,PREDICTED_15M,PREDICTIVE
52,52,292.7187865530002,278.0,-14.7187865530002,5,5,0,predictive on predicted data,0.5854375731060004,False,PREDICTED_15M,PREDICTIVE
53,53,293.8209983160891,356.0,62.17900168391088,5,5,0,predictive on predicted data,0.5876419966321782,False,PREDICTED_15M,PREDICTIVE
54,54,298.5636556459726,244.0,-54.563655645972574,5,5,0,predictive on predicted data,0.5971273112919452,False,PREDICTED_15M,PREDICTIVE
55,55,284.58504511480135,277.0,-7.585045114801346,5,5,0,predictive on predicted data,0.5691700902296027,False,PREDICTED_15M,PREDICTIVE
56,56,301.67666125139993,244.0,-57.676661251399935,5,5,0,predictive on predicted data,0.6033533225027998,False,PREDICTED_15M,PREDICTIVE
57,57,284.61976651744027,313.0,28.38023348255973,5,5,0,predictive on predicted data,0.5692395330348805,False,PREDICTED_15M,PREDICTIVE
58,58,280.84337537325933,264.0,-16.843375373259335,5,5,0,predictive on predicted data,0.5616867507465186,False,PREDICTED_15M,PREDICTIVE
59,59,282.4812446116415,286.0,3.5187553883585,5,5,0,predictive on predicted data,0.564962489223283,False,PREDICTED_15M,PREDICTIVE
60,60,277.0209517662119,254.0,-23.02095176621191,5,5,0,predictive on predicted data,0.5540419035324238,False,PREDICTED_15M,PREDICTIVE
61,61,275.9537843243873,189.0,-86.9537843243873,5,5,0,predictive on predicted data,0.5519075686487745,False,PREDICTED_15M,PREDICTIVE
62,62,266.0896218229305,251.0,-15.089621822930496,5,5,0,predictive on predicted data,0.532179243645861,False,PREDICTED_15M,PREDICTIVE
63,63,274.1714274798783,208.0,-66.17142747987828,5,5,0,predictive on predicted data,0.5483428549597565,False,PREDICTED_15M,PREDICTIVE
64,64,263.00520433561394,215.0,-48.00520433561394,5,5,0,predictive on predicted data,0.5260104086712278,False,PREDICTED_15M,PREDICTIVE
65,65,266.1141266040677,240.0,-26.11412660406768,5,5,0,predictive on predicted data,0.5322282532081354,False,PREDICTED_15M,PREDICTIVE
66,66,272.8092504346631,281.0,8.190749565336887,5,5,0,predictive on predicted data,0.5456185008693262,False,PREDICTED_15M,PREDICTIVE
67,67,277.7723273142515,193.0,-84.77232731425153,5,5,0,predictive on predicted data,0.555544654628503,False,PREDICTED_15M,PREDICTIVE
68,68,291.04986191129314,323.0,31.950138088706865,5,5,0,predictive on predicted data,0.5820997238225862,False,PREDICTED_15M,PREDICTIVE
69,69,308.1947849065673,370.0,61.80521509343265,5,5,0,predictive on predicted data,0.6163895698131345,False,PREDICTED_15M,PREDICTIVE
70,70,313.45299079476325,320.0,6.547009205236748,5,5,0,predictive on predicted data,0.6269059815895265,False,PREDICTED_15M,PREDICTIVE
71,71,306.7462658282483,337.0,30.25373417175172,5,5,0,predictive on predicted data,0.6134925316564965,False,PREDICTED_15M,PREDICTIVE
72,72,422.3264259126972,318.0,-104.32642591269718,5,5,0,predictive on predicted data,0.8446528518253944,False,PREDICTED_15M,PREDICTIVE
73,73,391.632224976905,433.0,41.36777502309496,5,5,0,predictive on predicted data,0.78326444995381,False,PREDICTED_15M,PREDICTIVE
74,74,505.7471384185869,480.0,-25.74713841858693,5,7,1,predictive on predicted data,0.7224959120265527,True,PREDICTED_15M,PREDICTIVE
75,75,529.8185263387118,492.0,-37.81852633871176,7,7,0,predictive on predicted data,0.7568836090553025,False,PREDICTED_15M,PREDICTIVE
76,76,574.132323354379,592.0,17.86767664562103,7,7,0,predictive on predicted data,0.8201890333633985,False,PREDICTED_15M,PREDICTIVE
77,77,639.4550412791547,650.0,10.54495872084533,7,7,0,predictive on predicted data,0.9135072018273638,False,PREDICTED_15M,PREDICTIVE
78,78,676.2869646937456,719.0,42.71303530625437,7,7,0,predictive on predicted data,0.9661242352767795,False,PREDICTED_15M,PREDICTIVE
79,79,750.1564089401421,685.0,-65.15640894014211,7,10,1,predictive on predicted data,0.7501564089401421,True,PREDICTED_15M,PREDICTIVE
80,80,748.5035816043687,672.0,-76.50358160436872,10,10,0,predictive on predicted data,0.7485035816043687,False,PREDICTED_15M,PREDICTIVE
81,81,817.0116799283232,711.0,-106.01167992832325,10,10,0,predictive on predicted data,0.8170116799283232,False,PREDICTED_15M,PREDICTIVE
82,82,789.7009236827288,621.0,-168.7009236827288,10,10,0,predictive on predicted data,0.7897009236827288,False,PREDICTED_15M,PREDICTIVE
83,83,734.0753889787852,832.0,97.9246110212148,10,10,0,predictive on predicted data,0.7340753889787852,False,PREDICTED_15M,PREDICTIVE
84,84,835.6930860159805,611.0,-224.6930860159805,10,10,0,predictive on predicted data,0.8356930860159805,False,PREDICTED_15M,PREDICTIVE
85,85,685.557293291508,686.0,0.4427067084919827,10,10,0,predictive on predicted data,0.685557293291508,False,PREDICTED_15M,PREDICTIVE
86,86,820.0224488274073,815.0,-5.022448827407288,10,10,0,predictive on predicted data,0.8200224488274073,False,PREDICTED_15M,PREDICTIVE
87,87,854.5878525787842,739.0,-115.58785257878424,10,10,0,predictive on predicted data,0.8545878525787842,False,PREDICTED_15M,PREDICTIVE
88,88,870.9483376747783,1027.0,156.05166232522174,10,10,0,predictive on predicted data,0.8709483376747783,False,PREDICTED_15M,PREDICTIVE
89,89,1020.6736739243572,769.0,-251.6736739243572,10,13,1,predictive on predicted data,0.7851335953264287,True,PREDICTED_15M,PREDICTIVE
90,90,919.303722718322,1201.0,281.6962772816779,13,13,0,predictive on predicted data,0.7071567097833246,False,PREDICTED_15M,PREDICTIVE
91,91,1106.1601740476958,663.0,-443.1601740476958,13,13,0,predictive on predicted data,0.8508924415751506,False,PREDICTED_15M,PREDICTIVE
92,92,837.4357284002633,1013.0,175.56427159973668,13,13,0,predictive on predicted data,0.6441813295386641,False,PREDICTED_15M,PREDICTIVE
93,93,995.1177028092272,1192.0,196.8822971907728,13,13,0,predictive on predicted data,0.7654751560070979,False,PREDICTED_15M,PREDICTIVE
94,94,1102.298100171724,1171.0,68.70189982827605,13,13,0,predictive on predicted data,0.8479216155167107,False,PREDICTED_15M,PREDICTIVE
95,95,1096.6764592597865,1040.0,-56.6764592597865,13,13,0,predictive on predicted data,0.8435972763536819,False,PREDICTED_15M,PREDICTIVE
96,96,1060.4759823767515,971.0,-89.47598237675174,13,13,0,predictive on predicted data,0.8157507556744242,False,PREDICTED_15M,PREDICTIVE
97,97,990.058852999904,1189.0,198.94114700009595,13,13,0,predictive on predicted data,0.7615837330768492,False,PREDICTED_15M,PREDICTIVE
98,98,1083.05490246184,1030.0,-53.05490246184013,13,13,0,predictive on predicted data,0.8331191557398768,False,PREDICTED_15M,PREDICTIVE
99,99,1075.1212920545893,1143.0,67.87870794541072,13,13,0,predictive on predicted data,0.8270163785035302,False,PREDICTED_15M,PREDICTIVE
100,100,1131.357941645739,1082.0,-49.35794164573895,13,15,1,predictive on predicted data,0.754238627763826,False,PREDICTED_15M,PREDICTIVE
101,101,1131.6112999794034,987.0,-144.61129997940338,15,15,0,predictive on predicted data,0.7544075333196023,False,PREDICTED_15M,PREDICTIVE
102,102,1024.7690941317303,876.0,-148.76909413173053,15,15,0,predictive on predicted data,0.6831793960878202,False,PREDICTED_15M,PREDICTIVE
103,103,966.75603856384,1000.0,33.243961436160134,15,15,0,predictive on predicted data,0.6445040257092266,False,PREDICTED_15M,PREDICTIVE
104,104,1035.230551034491,1018.0,-17.230551034491327,15,15,0,predictive on predicted data,0.6901537006896608,False,PREDICTED_15M,PREDICTIVE
105,105,1046.454978452601,938.0,-108.45497845260093,15,15,0,predictive on predicted data,0.697636652301734,False,PREDICTED_15M,PREDICTIVE
106,106,1003.2316350707994,1071.0,67.76836492920063,15,13,-1,predictive on predicted data,0.7717166423621533,False,PREDICTED_15M,PREDICTIVE
107,107,1108.164745546444,1332.0,223.835254453556,13,13,0,predictive on predicted data,0.8524344196511108,False,PREDICTED_15M,PREDICTIVE
108,108,1104.2864653117465,1360.0,255.71353468825373,13,13,0,predictive on predicted data,0.849451127162882,False,PREDICTED_15M,PREDICTIVE
109,109,1166.2236596329235,1333.0,166.7763403670765,13,13,0,predictive on predicted data,0.8970951227945565,False,PREDICTED_15M,PREDICTIVE
110,110,1137.5267796381663,1132.0,-5.5267796381663175,13,13,0,predictive on predicted data,0.8750205997216663,False,PREDICTED_15M,PREDICTIVE
111,111,1060.9808579989897,737.0,-323.9808579989897,13,13,0,predictive on predicted data,0.8161391215376844,False,PREDICTED_15M,PREDICTIVE
112,112,902.5109272542618,651.0,-251.5109272542618,13,13,0,predictive on predicted data,0.6942391748109706,False,PREDICTED_15M,PREDICTIVE
113,113,719.6180221536052,749.0,29.38197784639476,13,9,-1,predictive on predicted data,0.7995755801706725,False,PREDICTED_15M,PREDICTIVE
114,114,788.3271164691747,728.0,-60.32711646917471,9,9,0,predictive on predicted data,0.875919018299083,False,PREDICTED_15M,PREDICTIVE
115,115,762.9968498286659,703.0,-59.99684982866586,9,9,0,predictive on predicted data,0.8477742775874065,False,PREDICTED_15M,PREDICTIVE
116,116,746.7919464216311,660.0,-86.79194642163111,9,9,0,predictive on predicted data,0.829768829357368,False,PREDICTED_15M,PREDICTIVE
117,117,701.1489790079055,655.0,-46.148979007905496,9,9,0,predictive on predicted data,0.779054421119895,False,PREDICTED_15M,PREDICTIVE
118,118,659.1744842681028,586.0,-73.17448426810279,9,9,0,predictive on predicted data,0.7324160936312253,False,PREDICTED_15M,PREDICTIVE
119,119,639.994365040686,552.0,-87.99436504068603,9,9,0,predictive on predicted data,0.7111048500452067,False,PREDICTED_15M,PREDICTIVE
120,120,566.6808388656259,559.0,-7.680838865625901,9,9,0,predictive on predicted data,0.6296453765173621,False,PREDICTED_15M,PREDICTIVE
121,121,580.0734859661296,519.0,-61.07348596612962,9,9,0,predictive on predicted data,0.6445260955179218,False,PREDICTED_15M,PREDICTIVE
122,122,562.4295430263181,529.0,-33.42954302631813,9,9,0,predictive on predicted data,0.6249217144736868,False,PREDICTED_15M,PREDICTIVE
123,123,551.7205969969832,592.0,40.2794030030168,9,7,-1,predictive on predicted data,0.7881722814242618,False,PREDICTED_15M,PREDICTIVE
124,124,584.1201241604653,635.0,50.87987583953475,7,7,0,predictive on predicted data,0.834457320229236,False,PREDICTED_15M,PREDICTIVE
125,125,602.2743468903693,487.0,-115.27434689036932,7,7,0,predictive on predicted data,0.860391924129099,False,PREDICTED_15M,PREDICTIVE
126,126,548.8309702775455,557.0,8.169029722454525,7,7,0,predictive on predicted data,0.7840442432536364,False,PREDICTED_15M,PREDICTIVE
127,127,564.386598263735,464.0,-100.38659826373498,7,7,0,predictive on predicted data,0.8062665689481928,False,PREDICTED_15M,PREDICTIVE
128,128,535.1634692240561,363.0,-172.16346922405614,7,7,0,predictive on predicted data,0.7645192417486516,False,PREDICTED_15M,PREDICTIVE
129,129,464.96077658813226,292.0,-172.96077658813226,7,7,0,predictive on predicted data,0.664229680840189,False,PREDICTED_15M,PREDICTIVE
130,130,410.01396367438247,309.0,-101.01396367438248,7,7,0,predictive on predicted data,0.5857342338205463,False,PREDICTED_15M,PREDICTIVE
131,131,436.092777025722,364.0,-72.092777025722,7,7,0,predictive on predicted data,0.6229896814653172,False,PREDICTED_15M,PREDICTIVE
132,132,403.21957739620507,409.0,5.780422603794932,7,7,0,predictive on predicted data,0.5760279677088643,False,PREDICTED_15M,PREDICTIVE
133,133,442.2547220277483,455.0,12.7452779722517,7,7,0,predictive on predicted data,0.6317924600396404,False,PREDICTED_15M,PREDICTIVE
134,134,471.8048579906991,447.0,-24.80485799069908,7,7,0,predictive on predicted data,0.674006939986713,False,PREDICTED_15M,PREDICTIVE
135,135,460.6941383327989,538.0,77.30586166720116,7,7,0,predictive on predicted data,0.6581344833325699,False,PREDICTED_15M,PREDICTIVE
136,136,463.4906023513466,504.0,40.50939764865336,7,7,0,predictive on predicted data,0.6621294319304951,False,PREDICTED_15M,PREDICTIVE
137,137,476.0874771872064,412.0,-64.08747718720639,7,7,0,predictive on predicted data,0.6801249674102948,False,PREDICTED_15M,PREDICTIVE
138,138,419.3164767175765,506.0,86.6835232824235,7,7,0,predictive on predicted data,0.5990235381679664,False,PREDICTED_15M,PREDICTIVE
139,139,457.159475117728,363.0,-94.159475117728,7,7,0,predictive on predicted data,0.6530849644538972,False,PREDICTED_15M,PREDICTIVE
140,140,379.0311660149091,394.0,14.968833985090896,7,5,-1,predictive on predicted data,0.7580623320298182,False,PREDICTED_15M,PREDICTIVE
141,141,391.57553485000057,244.0,-147.57553485000057,5,5,0,predictive on predicted data,0.7831510697000011,False,PREDICTED_15M,PREDICTIVE
142,142,323.73295457583964,425.0,101.26704542416036,5,5,0,predictive on predicted data,0.6474659091516792,False,PREDICTED_15M,PREDICTIVE
143,143,391.48848611439706,343.0,-48.48848611439706,5,5,0,predictive on predicted data,0.7829769722287941,False,PREDICTED_15M,PREDICTIVE
144,144,317.2501768307739,304.0,-13.25017683077391,5,5,0,predictive on predicted data,0.6345003536615478,False,PREDICTED_15M,PREDICTIVE
145,145,353.2927544643223,322.0,-31.29275446432229,5,5,0,predictive on predicted data,0.7065855089286446,False,PREDICTED_15M,PREDICTIVE
146,146,339.70645692348364,246.0,-93.70645692348364,5,5,0,predictive on predicted data,0.6794129138469673,False,PREDICTED_15M,PREDICTIVE
147,147,296.86114631655425,191.0,-105.86114631655424,5,5,0,predictive on predicted data,0.5937222926331085,False,PREDICTED_15M,PREDICTIVE
148,148,250.18159138644413,193.0,-57.18159138644416,5,5,0,predictive on predicted data,0.5003631827728883,False,PREDICTED_15M,PREDICTIVE
149,149,252.88923268529797,182.0,-70.88923268529794,5,5,0,predictive on predicted data,0.5057784653705959,False,PREDICTED_15M,PREDICTIVE
150,150,245.0432560778411,240.0,-5.043256077841107,5,5,0,predictive on predicted data,0.4900865121556822,False,PREDICTED_15M,PREDICTIVE
151,151,266.1441022816524,245.0,-21.14410228165241,5,5,0,predictive on predicted data,0.5322882045633048,False,PREDICTED_15M,PREDICTIVE
152,152,267.2276385881522,206.0,-61.22763858815222,5,5,0,predictive on predicted data,0.5344552771763045,False,PREDICTED_15M,PREDICTIVE
153,153,248.7774994775664,165.0,-83.77749947756638,5,5,0,predictive on predicted data,0.49755499895513283,False,PREDICTED_15M,PREDICTIVE
154,154,241.7984204392648,196.0,-45.79842043926476,5,5,0,predictive on predicted data,0.48359684087852955,False,PREDICTED_15M,PREDICTIVE
155,155,246.0542348169877,102.0,-144.0542348169877,5,5,0,predictive on predicted data,0.4921084696339754,False,PREDICTED_15M,PREDICTIVE
156,156,206.3974439121461,138.0,-68.39744391214606,5,3,-1,predictive on predicted data,0.6879914797071536,False,PREDICTED_15M,PREDICTIVE
157,157,206.276536016928,145.0,-61.27653601692796,3,3,0,predictive on predicted data,0.6875884533897599,False,PREDICTED_15M,PREDICTIVE
158,158,207.25893267382023,159.0,-48.25893267382023,3,3,0,predictive on predicted data,0.6908631089127341,False,PREDICTED_15M,PREDICTIVE
159,159,215.1186110002625,150.0,-65.11861100026249,3,3,0,predictive on predicted data,0.7170620366675416,False,PREDICTED_15M,PREDICTIVE
160,160,215.6943643566344,169.0,-46.69436435663437,3,3,0,predictive on predicted data,0.7189812145221146,False,PREDICTED_15M,PREDICTIVE
161,161,220.27602105549437,104.0,-116.27602105549434,3,3,0,predictive on predicted data,0.7342534035183146,False,PREDICTED_15M,PREDICTIVE
162,162,199.74326814458064,182.0,-17.74326814458064,3,3,0,predictive on predicted data,0.6658108938152688,False,PREDICTED_15M,PREDICTIVE
163,163,222.6452960614444,179.0,-43.64529606144441,3,3,0,predictive on predicted data,0.7421509868714814,False,PREDICTED_15M,PREDICTIVE
164,164,224.13143386164137,197.0,-27.13143386164137,3,3,0,predictive on predicted data,0.7471047795388046,False,PREDICTED_15M,PREDICTIVE
165,165,219.61276600064485,228.0,8.387233999355146,3,3,0,predictive on predicted data,0.7320425533354828,False,PREDICTED_15M,PREDICTIVE
166,166,236.2900716344172,264.0,27.70992836558284,3,3,0,predictive on predicted data,0.787633572114724,False,PREDICTED_15M,PREDICTIVE
167,167,254.9928069259221,211.0,-43.99280692592214,3,3,0,predictive on predicted data,0.8499760230864071,False,PREDICTED_15M,PREDICTIVE
168,168,267.977232575313,199.0,-68.977232575313,3,3,0,predictive on predicted data,0.89325744191771,False,PREDICTED_15M,PREDICTIVE
169,169,282.03440888959403,337.0,54.96559111040597,3,3,0,predictive on predicted data,0.9401146962986467,False,PREDICTED_15M,PREDICTIVE
170,170,353.77261077846475,323.0,-30.772610778464752,3,5,1,predictive on predicted data,0.7075452215569296,True,PREDICTED_15M,PREDICTIVE
171,171,341.7650171639875,603.0,261.2349828360125,5,5,0,predictive on predicted data,0.6835300343279751,False,PREDICTED_15M,PREDICTIVE
172,172,628.5272298751524,477.0,-151.52722987515244,5,5,0,predictive on predicted data,1.2570544597503048,True,PREDICTED_15M,PREDICTIVE
173,173,525.4120438498699,663.0,137.58795615013014,5,5,0,predictive on predicted data,1.0508240876997397,True,PREDICTED_15M,PREDICTIVE
174,174,684.5569032671048,590.0,-94.55690326710476,5,5,0,predictive on predicted data,1.3691138065342094,True,PREDICTED_15M,PREDICTIVE
175,175,653.2475467163628,758.0,104.75245328363724,5,9,1,predictive on predicted data,0.7258306074626253,True,PREDICTED_15M,PREDICTIVE
176,176,786.6043147951764,746.0,-40.60431479517638,9,9,0,predictive on predicted data,0.8740047942168626,False,PREDICTED_15M,PREDICTIVE
177,177,767.556234957582,810.0,42.44376504241802,9,9,0,predictive on predicted data,0.8528402610639799,False,PREDICTED_15M,PREDICTIVE
178,178,829.670414310309,628.0,-201.67041431030896,9,9,0,predictive on predicted data,0.9218560159003433,False,PREDICTED_15M,PREDICTIVE
179,179,764.7030022311045,594.0,-170.7030022311045,9,9,0,predictive on predicted data,0.849670002479005,False,PREDICTED_15M,PREDICTIVE
180,180,719.9097152963639,775.0,55.090284703636144,9,9,0,predictive on predicted data,0.7998996836626265,False,PREDICTED_15M,PREDICTIVE
181,181,832.7168429175836,836.0,3.2831570824164373,9,11,1,predictive on predicted data,0.7570153117432578,False,PREDICTED_15M,PREDICTIVE
182,182,849.5596921306642,996.0,146.4403078693358,11,11,0,predictive on predicted data,0.7723269928460583,False,PREDICTED_15M,PREDICTIVE
183,183,897.6765374739156,1221.0,323.3234625260844,11,11,0,predictive on predicted data,0.8160695795217414,False,PREDICTED_15M,PREDICTIVE
184,184,1116.3299556371155,977.0,-139.32995563711577,11,11,0,predictive on predicted data,1.0148454142155596,True,PREDICTED_15M,PREDICTIVE
185,185,963.5307702507516,1018.0,54.46922974924826,11,11,0,predictive on predicted data,0.8759370638643197,False,PREDICTED_15M,PREDICTIVE
186,186,979.308212468951,872.0,-107.30821246895096,11,13,1,predictive on predicted data,0.7533140095915007,False,PREDICTED_15M,PREDICTIVE
187,187,984.9611947111686,1034.0,49.03880528883144,13,13,0,predictive on predicted data,0.7576624574701296,False,PREDICTED_15M,PREDICTIVE
188,188,1111.0521772061495,1003.0,-108.05217720614952,13,13,0,predictive on predicted data,0.8546555209278073,False,PREDICTED_15M,PREDICTIVE
189,189,1028.1491386092548,981.0,-47.149138609254805,13,13,0,predictive on predicted data,0.7908839527763498,False,PREDICTED_15M,PREDICTIVE
